"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,5.29551812148992
6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,4.68130021784976
6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,4.8902973427012
7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3,8.12817245896661
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,6.81877666658219
7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,7.02469468838514
6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,7.07358155127429
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,4.5877864606982
11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,6.03041857682776
6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,6.04011283882748
6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55,5.77631920440386
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,4.52082671898122
8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,4.93598950760071
7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,6.70895443744493
6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,6.14245468303915
6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,4.47113239741063
6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,6.21062513847666
6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,6.26222555831518
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,4.77816907850268
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,4.85928997538339
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7.21152317781358
6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,4.48483948668436
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,6.88827474205261
7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,2.94711628559552
10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,5.2158552726654
6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,5.17882976458752
7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,5.92909233125775
6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,5.26330972406986
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,4.85376274816305
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.5666666666667,7.16590958616495
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5.06209552789976
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,6.56531721747551
7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,3.0204203928178
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,4.70602185683402
5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,3.85731931126029
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,4.5867388493396
7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,4.15334284150778
8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,4.68748582415142
6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,4.18482730705675
7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,4.92704746063522
6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,5.21304266299279
6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,4.66509794388273
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5.14645444779078
6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,6.27857316135872
7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,5.89614957141397
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,4.64400766659709
6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,4.86717747816205
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5.01950790756202
6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,6.97973507590705
7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,6.55683838088275
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5.27389157368681
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6.09408832765319
6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,6.34483595567685
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,5.75532960003463
7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,4.67084110695469
7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,5.45892814951837
7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,4.75143198266518
6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,6.11372415705912
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6.04174258904439
6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,3.12446337059299
6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,5.82409896923402
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,5.84041106816311
7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,5.96141609266353
7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,5.39270075084916
6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,6.07739994257646
7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,4.775500601843
6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,5.68244312539728
6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,5.6291644614486
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.23333333333333,5.95641299362944
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,6.12192311414125
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5.41471707697805
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,5.97594815768377
7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,5.13830993260225
6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,5.10794381455664
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6.53445702719988
6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,4.22432275868438
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,4.69240566162809
6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,5.45806923653904
6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,6.22380412877453
6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,4.76779052406779
6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,6.40357400064396
7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,6.08079961813471
7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,5.96399076115086
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,6.09495475242212
6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,6.42368004402533
6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,5.01874759910312
7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,5.72309687944932
8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,4.8578999217887
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,7.24031925324113
7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6.35108149856852
6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,5.64760648885372
5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,5.94240352681981
6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,5.1190207589706
7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,5.03313583472969
6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,5.81771709997057
7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,6.90797316043863
6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,6.09556966334269
11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,6.06273178460328
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,6.4824880745205
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,6.0142348934815
7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,5.08757818975853
6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,4.61300426620103
11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,5.13140241752514
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,8.00351243475074
7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,5.04211473079372
7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,4.97621979288017
6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,6.06611277924042
7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,5.02860486443554
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,5.73998332845616
7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,7.34685638688074
6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,4.88641648900917
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6.09046265781569
6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,4.62259030620981
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5.04182109956238
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5.05692913800803
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,4.76700198779427
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5.17206877624945
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5.55036436577694
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,4.95061337289585
6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,5.83034747036342
6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,6.07962743815106
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,4.87948127839844
7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,4.72116568291777
6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,5.93841873521609
6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,6.07194959504804
6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,6.23104982796123
7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,4.66682738328676
6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,5.52653841632648
5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,6.13122158763715
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,5.79248132779242
8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,5.79629569899122
6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,6.04995920348634
6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,5.84088163247673
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,4.19753568660287
7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,6.28727856359139
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,5.07485797011199
6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,5.10636114703728
6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,4.77815034061018
6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,6.91881399437566
7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,5.63997996007804
7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,6.10786135365419
5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,6.09335996554265
7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8,6.03321847302091
6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,5.08990002961818
6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,5.96359543833081
5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,5.9273203933736
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6.22743808763749
6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,5.54576107111295
6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,4.6328055881236
5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,5.67476199006946
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6.33250388102129
5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,5.41084485503765
6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,5.59726948835795
