"cut","depth","table","price","x","y","z"
"Good",64.1,57,16231,7.82,7.78,5
"Ideal",61.6,56,3784,5.69,5.71,3.51
"Very Good",61.8,56,682,4.15,4.17,2.57
"Very Good",61.6,59,1554,5.06,5.14,3.14
"Premium",60.8,57,2484,5.9,5.87,3.58
"Premium",60.9,56,4404,7.38,7.26,4.46
"Ideal",62,57,764,4.26,4.29,2.65
"Fair",68.7,55,3387,6.06,5.88,4.11
"Ideal",62.4,56,1093,4.87,4.84,3.02
"Ideal",61.9,55,1102,4.83,4.86,3
"Ideal",60.7,57,4484,6.51,6.43,3.93
"Ideal",61.7,53,1709,5.2,5.18,3.2
"Ideal",61.5,56,5174,6.7,6.74,4.13
"Premium",60,59,6451,6.54,6.46,3.9
"Premium",62.8,60,7759,7.22,7.14,4.51
"Very Good",61.2,57.8,11018,7.5,7.52,4.6
"Premium",59.6,60,5908,6.73,6.66,3.99
"Ideal",62.1,54,942,4.37,4.33,2.7
"Ideal",60.8,56,767,4.39,4.42,2.68
"Good",63.5,59,3176,6.05,6.1,3.86
"Ideal",62.1,54,12551,7.34,7.31,4.55
"Good",57.2,62,9702,7.64,7.61,4.36
"Very Good",60.9,57,1081,4.89,4.93,2.99
"Ideal",62.1,55,13995,7.38,7.33,4.57
"Very Good",62.8,56,3276,5.63,5.67,3.55
"Very Good",63.1,59,5189,6.53,6.49,4.11
"Very Good",61.9,56,7747,6.97,7.05,4.34
"Ideal",61.4,56,795,4.32,4.34,2.66
"Very Good",62.9,58,707,4.71,4.74,2.97
"Very Good",60.8,61,435,4.39,4.43,2.68
"Premium",62.2,56,2728,5.79,5.73,3.58
"Very Good",62.8,55,789,4.49,4.56,2.84
"Very Good",60.5,59,8077,6.43,6.46,3.9
"Very Good",61.4,56,2066,5.59,5.65,3.45
"Premium",61.6,59,951,4.73,4.79,2.93
"Premium",58.5,59,11820,7.62,7.55,4.44
"Good",63.9,55,6028,6.34,6.28,4.03
"Ideal",61.5,55,2264,5.74,5.78,3.54
"Ideal",59.2,58,8107,6.56,6.62,3.9
"Premium",62.8,58,776,4.29,4.24,2.68
"Premium",62.2,59,2716,6.03,5.97,3.73
"Ideal",61.7,55,955,4.65,4.7,2.89
"Good",63.4,58,1395,5.13,5.16,3.26
"Premium",60.1,61,698,4.4,4.35,2.63
"Premium",62,58,4853,6.41,6.37,3.96
"Premium",62.3,57,648,4.39,4.37,2.73
"Ideal",61.4,57,5862,7.1,7.13,4.37
"Ideal",62.1,55,765,4.51,4.47,2.79
"Premium",60.4,60,12092,7.46,7.41,4.49
"Good",63.2,58,655,4.61,4.7,2.94
"Good",64.3,58,2258,5.61,5.55,3.59
"Ideal",61,57,798,4.54,4.58,2.78
"Fair",65.3,55,2884,6.32,6.27,4.11
"Very Good",63.3,53,5000,6.42,6.37,4.05
"Ideal",61.7,57,1210,4.82,4.8,2.97
"Ideal",62.1,58,10096,7.64,7.56,4.72
"Ideal",62.4,55,665,4.49,4.52,2.81
"Very Good",61.4,58,16294,7.63,7.68,4.7
"Fair",64.6,60,2151,5.55,5.6,3.6
"Ideal",61.6,56,4153,6.79,6.82,4.19
"Very Good",62.8,56,2239,5.69,5.72,3.58
"Good",62.4,64,904,4.59,4.61,2.87
"Very Good",60.9,57,1357,5.17,5.2,3.16
"Good",63.5,57,416,4.36,4.39,2.78
"Very Good",62.6,59,8983,6.64,6.71,4.18
"Ideal",61.3,56,3805,6.24,6.2,3.81
"Premium",62.7,60,4469,6.3,6.24,3.93
"Premium",60.2,62,1176,5.4,5.33,3.23
"Ideal",63.8,58,17039,8.41,8.37,5.35
"Premium",62.7,55,4387,7.21,7.18,4.51
"Ideal",62.3,56,7644,6.4,6.29,3.95
"Very Good",61.9,56,614,4.44,4.47,2.76
"Premium",60.7,58,789,4.34,4.36,2.64
"Ideal",60.7,56,2102,5.04,5.08,3.07
"Ideal",61.4,57,929,4.65,4.67,2.86
"Very Good",62.2,60,1048,5.02,5.05,3.13
"Premium",58.8,60,2937,6.35,6.31,3.72
"Ideal",60.2,57,459,4.5,4.54,2.72
"Ideal",61.6,57,7876,6.48,6.51,4
"Premium",62.2,58,709,4.31,4.28,2.67
"Premium",61.8,59,3679,6.19,6.11,3.8
"Premium",59.8,56,2723,6.01,5.96,3.58
"Ideal",61.7,55,371,4.39,4.42,2.72
"Ideal",60.8,55,9383,6.91,6.9,4.19
"Ideal",61.6,55,2166,5.45,5.49,3.37
"Very Good",63.1,62,4208,6.18,6.15,3.89
"Good",64.3,58,3980,6.46,6.44,4.15
"Ideal",62.2,54,1074,4.76,4.72,2.95
"Ideal",61.9,56,3248,5.56,5.59,3.45
"Good",63.5,59,14889,7.93,7.98,5.05
"Ideal",61.9,55,556,4.57,4.59,2.83
"Premium",62.5,59,5135,6.65,6.67,4.16
"Ideal",62,55,7371,6.68,6.77,4.17
"Premium",61.6,58,1605,5.17,5.12,3.17
"Premium",59.8,60,608,4.36,4.34,2.6
"Ideal",62.1,56,1178,5.18,5.26,3.24
"Premium",62.5,60,5724,6.46,6.43,4.03
"Ideal",62.1,56,838,4.3,4.33,2.68
"Good",63.8,64,5407,6.72,6.63,4.26
"Premium",59.7,60,1074,4.83,4.85,2.89
"Very Good",61.4,59,2211,5.1,5.16,3.15
"Ideal",62.2,56,1775,5.16,5.2,3.22
"Ideal",60.9,53,10051,7.92,7.85,4.8
"Ideal",62.6,56,477,4.38,4.4,2.75
"Premium",61.2,60,873,4.86,4.81,2.96
"Good",64,61,2156,5.61,5.54,3.57
"Ideal",62.4,56,2625,5.36,5.38,3.35
"Premium",62,58,868,4.39,4.42,2.73
"Ideal",62.4,56,9645,6.44,6.42,4.01
"Ideal",61.6,58,814,4.29,4.32,2.65
"Good",63.7,59,4861,6.3,6.26,4
"Premium",61.5,58,2010,5.69,5.76,3.52
"Ideal",62.9,57,6290,6.36,6.32,3.99
"Premium",61.7,57,4637,6.21,6.11,3.8
"Ideal",61.2,57,4967,7.02,6.96,4.28
"Good",64.3,58,4936,6.28,6.32,4.05
"Ideal",62.2,53.9,2007,5.22,5.25,3.26
"Very Good",61.7,57,3772,6.21,6.26,3.85
"Premium",61.4,58,1728,5.34,5.28,3.26
"Ideal",61.1,56,1050,4.78,4.75,2.91
"Premium",62,58,605,4.3,4.35,2.68
"Ideal",60.9,57,6787,6.48,6.45,3.94
"Very Good",62.6,59,4596,6.12,6.15,3.84
"Very Good",63.3,58,10214,7.31,7.25,4.61
"Very Good",63.5,57,752,4.6,4.63,2.93
"Premium",61.1,57,1980,5.35,5.26,3.24
"Good",61.2,62.8,1821,5.38,5.42,3.3
"Premium",62.6,57,2257,6.42,6.3,3.99
"Premium",62,59,740,4.04,3.99,2.49
"Very Good",63.3,59,4274,6.7,6.66,4.23
"Very Good",63.3,57,1080,4.71,4.67,2.97
"Premium",60.5,59,12690,8.12,8.01,4.88
"Premium",61.5,59,5303,6.48,6.49,3.99
"Good",63.2,54.8,5987,7.18,7.21,4.54
"Premium",60.4,58,5555,7.02,6.95,4.22
"Very Good",62.6,56,2058,5.65,5.69,3.55
"Very Good",59.6,55,590,4.18,4.24,2.51
"Ideal",62.1,55,2839,5.82,5.68,3.57
"Premium",62.5,59,6072,6.42,6.44,4.02
"Good",63.5,58,997,4.98,5.03,3.18
"Very Good",62.7,56,4826,6.68,6.74,4.21
"Fair",67.2,55,1811,5.48,5.54,3.7
"Fair",59.5,67,4536,6.29,6.24,3.73
"Ideal",60.8,57,1848,5.24,5.29,3.2
"Ideal",61.7,56,4642,6.21,6.24,3.84
"Ideal",61.6,56,1607,5.23,5.19,3.21
"Premium",62.9,59,743,4.4,4.35,2.75
"Ideal",61.4,57,16562,8.13,8.19,5.01
"Premium",60.7,60,4764,6.64,6.61,4.02
"Premium",61.7,59,812,4.64,4.6,2.85
"Ideal",62,56,1163,4.49,4.51,2.79
"Very Good",62.6,59,1768,5.08,5.11,3.19
"Good",58.3,62,2008,5.16,5.23,3.03
"Ideal",62.2,53,816,4.39,4.42,2.74
"Very Good",61.4,56,525,4.04,4.07,2.49
"Ideal",61.9,55,4133,6.22,6.19,3.84
"Very Good",62.2,59,10164,7.27,7.3,4.53
"Premium",59.1,60,2553,5.98,5.94,3.52
"Premium",62.2,60,13626,7.72,7.68,4.79
"Premium",62,58,1879,5.77,5.74,3.57
"Fair",65,54,5208,6.76,6.73,4.38
"Very Good",61.7,58,1014,4.43,4.48,2.75
"Very Good",61.7,61,2230,5.67,5.7,3.51
"Ideal",61.1,56,964,4.82,4.84,2.95
"Ideal",62,54,961,4.82,4.85,3
"Premium",62.3,58,506,4.32,4.28,2.68
"Ideal",61.5,58,12906,6.85,6.9,4.23
"Premium",61.5,59,13307,8.26,8.21,5.06
"Very Good",62.2,60,4389,6.34,6.45,3.98
"Ideal",61.4,59,2533,5.53,5.57,3.41
"Ideal",62.4,57,1200,4.78,4.74,2.97
"Very Good",61.5,59,4996,6.42,6.49,3.97
"Good",57.9,59,8048,8.16,8.11,4.71
"Very Good",59.3,63,4741,6.44,6.48,3.83
"Ideal",62.3,55,1847,5.24,5.2,3.25
"Ideal",60.5,55,1935,5.15,5.13,3.11
"Premium",60.6,61,1588,5.83,5.75,3.51
"Premium",61.8,59,12717,7.45,7.31,4.56
"Ideal",62.6,54,983,4.65,4.62,2.9
"Very Good",60.5,59,14637,8.19,8.26,4.98
"Ideal",62,57,3066,5.7,5.75,3.55
"Very Good",60.4,61,6766,7.08,7.03,4.26
"Very Good",59.8,61,684,4.76,4.81,2.86
"Ideal",62.1,55,607,4.28,4.3,2.66
"Ideal",62.1,55,1056,4.6,4.64,2.87
"Very Good",61.6,58,16086,7.63,7.67,4.71
"Premium",58.6,59,2657,5.83,5.78,3.4
"Ideal",61.9,55,598,4.46,4.49,2.77
"Very Good",62.4,59.4,5783,6.81,6.89,4.27
"Good",64.2,58,3282,6.14,6.11,3.93
"Very Good",61.3,57,683,4.79,4.83,2.95
"Ideal",61.9,57,1013,4.31,4.28,2.66
"Ideal",62.5,57,605,4.29,4.32,2.69
"Ideal",61.4,57,698,4.37,4.33,2.67
"Ideal",61.1,57,1829,5.41,5.36,3.29
"Premium",59.4,62,1980,5.95,5.91,3.52
"Very Good",60.4,59,2283,6.04,6.11,3.67
"Good",57.9,61,8144,7.47,7.51,4.34
"Ideal",61.8,54.8,1408,4.89,4.92,3.03
"Premium",58.9,62,2181,5.85,5.79,3.43
"Premium",58.9,58,5134,6.74,6.67,3.95
"Ideal",61.8,56,879,4.39,4.35,2.7
"Ideal",61.4,55,548,3.96,3.99,2.44
"Ideal",61.4,56,625,4.36,4.37,2.68
"Premium",60.1,58,2520,6.49,6.44,3.89
"Ideal",62.4,55,14199,7.31,7.25,4.54
"Ideal",60,56,3478,6.22,6.24,3.74
"Good",59.1,60,490,4.1,4.12,2.43
"Premium",62.2,58,7755,7.43,7.35,4.59
"Ideal",61.9,56,984,4.82,4.77,2.97
"Very Good",62.1,58,2206,5.68,5.72,3.54
"Premium",60.5,58,1881,5.32,5.26,3.2
"Very Good",63.1,58,698,4.3,4.26,2.7
"Good",63.3,58,1316,4.99,5.03,3.17
"Premium",59.1,58,4805,6.52,6.44,3.83
"Very Good",62.9,59,4321,6.51,6.58,4.12
"Very Good",62.1,57.4,1715,5.39,5.45,3.35
"Ideal",60.3,57,2726,5.85,5.89,3.54
"Ideal",61.7,55,1032,4.88,4.91,3.02
"Ideal",61.9,57,694,4.71,4.76,2.93
"Ideal",62.2,55,3405,5.72,5.76,3.57
"Good",57.7,63,2425,5.97,6.05,3.47
"Premium",61,58,4984,6.57,6.61,4.02
"Premium",60.8,58,1080,4.78,4.76,2.9
"Ideal",61.1,57,11057,6.49,6.47,3.96
"Ideal",61.5,53,3933,6.09,6.07,3.74
"Ideal",61.6,56,1061,4.43,4.37,2.71
"Good",62.2,62,4416,6.34,6.39,3.96
"Ideal",62.2,54,491,4.52,4.55,2.82
"Premium",61.5,61,4735,6.89,6.83,4.22
"Good",63.7,56,1436,5.05,5.09,3.23
"Premium",62.1,58,1033,4.5,4.45,2.78
"Very Good",61.6,59,394,4.29,4.34,2.66
"Very Good",62,56,3178,5.6,5.62,3.48
"Very Good",60.7,58,2195,5.73,5.77,3.49
"Very Good",60.3,58,987,4.9,4.92,2.96
"Premium",61.9,60,485,4.29,4.27,2.65
"Ideal",61.5,56.5,3062,5.76,5.79,3.55
"Very Good",64.2,55,721,4.24,4.3,2.74
"Ideal",62.6,57,3884,6.16,6.21,3.87
"Ideal",62.6,54,1746,5.11,5.08,3.19
"Ideal",61.7,56,1643,4.93,4.96,3.05
"Premium",60.6,59,17805,8.27,8.22,5
"Ideal",61.5,57,956,4.35,4.33,2.67
"Ideal",61.6,56,1843,5.65,5.71,3.5
"Ideal",61,57,629,4.66,4.71,2.86
"Very Good",60.3,59,13001,7.43,7.52,4.51
"Ideal",61.7,55,1158,4.74,4.76,2.93
"Premium",60.4,61,5091,6.72,6.65,4.04
"Very Good",61.4,60,452,4.16,4.24,2.58
"Very Good",63.5,55,818,4.73,4.69,2.99
"Ideal",62.6,56,448,4.07,4.09,2.55
"Ideal",61,55,4604,6.62,6.65,4.05
"Very Good",63.6,58,16580,7.91,7.98,5.05
"Ideal",62.1,54,708,4.4,4.42,2.74
"Ideal",62.9,57,4631,6.78,6.73,4.25
"Ideal",61.9,57,2107,5.66,5.69,3.51
"Very Good",60.9,59,5224,6.96,7.04,4.26
"Ideal",61.6,54,718,4.34,4.36,2.68
"Premium",62.4,60,10090,7.41,7.36,4.61
"Ideal",61.6,57,880,4.53,4.47,2.77
"Fair",66.8,61,4864,6.15,6.06,4.08
"Good",64.2,56,4138,6.38,6.26,4.05
"Ideal",61.5,55,695,4.66,4.68,2.87
"Premium",60.5,61,414,3.98,3.95,2.4
"Ideal",61.9,58,8289,7.38,7.42,4.58
"Ideal",62.9,57,7664,7.59,7.55,4.76
"Ideal",61.4,57,2522,5.71,5.75,3.52
"Very Good",60.8,59,6526,6.85,6.89,4.18
"Good",63.9,60,3466,6.33,6.37,4.06
"Very Good",60.6,62,12215,8.37,8.45,5.1
"Very Good",61.7,55.2,1257,5.39,5.41,3.33
"Ideal",61.6,56,984,4.45,4.48,2.75
"Very Good",60,59,530,3.97,4.03,2.4
"Good",63.7,56,5819,6.37,6.34,4.05
"Premium",61.6,61,567,4.28,4.23,2.62
"Very Good",63.2,57,16547,8.28,8.23,5.22
"Ideal",61.3,57,9547,6.56,6.59,4.03
"Very Good",62.3,53,784,4.47,4.52,2.8
"Very Good",58,62,666,4.44,4.45,2.58
"Premium",62.1,59,1015,4.76,4.74,2.95
"Ideal",59.2,57,17492,8.23,8.19,4.86
"Ideal",62.2,55,607,4.25,4.28,2.65
"Premium",61.2,58,6462,6.49,6.38,3.94
"Premium",61.5,59,552,4.78,4.84,2.96
"Very Good",63.5,60,10080,7.25,7.21,4.59
"Very Good",59.4,58,3872,6.31,6.35,3.76
"Ideal",61.1,55,10438,7.78,7.73,4.74
"Very Good",61.4,60,596,4.18,4.22,2.58
"Ideal",60.9,57,2789,5.28,5.3,3.22
"Premium",61,58,911,4.34,4.32,2.64
"Ideal",62.4,53,538,4.58,4.59,2.86
"Ideal",62.2,56,663,4.64,4.66,2.89
"Very Good",63.1,56,672,4.37,4.34,2.75
"Good",57.5,57,2369,5.94,6.01,3.44
"Ideal",61.3,56,1013,4.34,4.3,2.65
"Ideal",62.5,54,7597,6.39,6.42,4
"Ideal",61.6,54,490,4.17,4.2,2.58
"Good",61.6,60,7572,6.34,6.38,3.92
"Ideal",62.3,57,807,4.7,4.71,2.93
"Premium",62.5,59,8930,7.34,7.29,4.57
"Good",58.1,59,5627,6.57,6.65,3.84
"Ideal",62.3,56,1076,5.04,5.08,3.15
"Good",60.1,56,2591,5.73,5.78,3.46
"Ideal",62,55,844,4.34,4.3,2.68
"Ideal",61.8,56,1176,4.81,4.83,2.98
"Ideal",62.2,56,3962,6.12,6.16,3.82
"Premium",61.1,58,6944,6.83,6.78,4.16
"Ideal",58.8,56,4936,7.16,7.06,4.18
"Premium",62.5,57,9730,7.57,7.54,4.72
"Ideal",62.3,56,526,4.27,4.3,2.67
"Ideal",61.3,55,1644,5.19,5.22,3.19
"Ideal",62.1,53.8,789,4.66,4.67,2.9
"Good",63.2,58,4284,6.07,6.15,3.86
"Ideal",61.7,54,972,4.43,4.38,2.72
"Ideal",62,57,4556,6.74,6.64,4.15
"Good",63.8,60,4682,6.57,6.49,4.16
"Ideal",62.8,55,5398,6.43,6.4,4.03
"Very Good",59.4,61,567,4.23,4.26,2.52
"Ideal",62.3,58,14540,8.06,8.02,5.01
"Ideal",62.5,56,901,4.44,4.42,2.77
"Ideal",61.5,58,694,4.3,4.35,2.66
"Ideal",62.2,55,596,4.47,4.5,2.79
"Premium",59.4,55,14388,7.52,7.46,4.45
"Ideal",62.3,54,710,4.3,4.33,2.69
"Very Good",62.7,54,10463,6.36,6.39,4
"Ideal",59,55,7752,6.67,6.62,3.92
"Premium",62.6,58,477,4.31,4.35,2.71
"Ideal",62.7,57,542,4.31,4.34,2.71
"Ideal",59.4,60,873,4.37,4.39,2.6
"Premium",62.7,58,432,4.34,4.37,2.73
"Premium",62.5,59,2333,5.65,5.67,3.54
"Ideal",61.9,56,1787,5.11,5.14,3.17
"Premium",60.2,59,4872,6.84,6.78,4.1
"Good",63.1,60,2221,5.56,5.62,3.53
"Ideal",62.9,55,535,4.01,4.05,2.53
"Very Good",62.9,58,5731,6.33,6.38,4
"Ideal",61.6,55,1737,5.35,5.37,3.3
"Ideal",61.2,56,3918,6.33,6.37,3.89
"Very Good",59.8,56,2840,5.85,5.92,3.52
"Ideal",61.6,56,5000,6.63,6.59,4.07
"Very Good",59.8,61,6785,6.54,6.61,3.93
"Ideal",61.6,56,1728,5.34,5.38,3.3
"Ideal",62,56,3440,5.74,5.78,3.57
"Good",63.8,59,5821,6.39,6.47,4.1
"Ideal",61.6,55,1555,5.16,5.19,3.19
"Ideal",61.2,56,2270,5.73,5.78,3.52
"Premium",63,59,4334,6.13,6.1,3.85
"Ideal",61.9,55,9907,6.96,6.91,4.29
"Ideal",61.9,55,2565,5.46,5.5,3.4
"Ideal",62.5,57,596,4.46,4.5,2.8
"Very Good",59.2,59,1601,5.23,5.27,3.11
"Ideal",61.9,57,5521,6.64,6.68,4.12
"Premium",61.9,58,6144,6.68,6.72,4.15
"Premium",59.6,59,7076,7.54,7.46,4.47
"Ideal",62.5,57,1873,5.13,5.08,3.19
"Ideal",60.5,56,1767,5.21,5.2,3.15
"Premium",61.9,59,5167,6.23,6.17,3.84
"Ideal",62.6,58,9541,7.32,7.34,4.59
"Very Good",61.2,56,2528,5.41,5.46,3.32
"Premium",61.7,60,9344,7.31,7.27,4.5
"Fair",68,55,6346,7.77,7.72,5.27
"Fair",65.1,60,8800,7.5,7.46,4.87
"Very Good",61.9,60,2496,5.6,5.67,3.49
"Ideal",61.9,55,685,4.78,4.82,2.97
"Very Good",60.8,57,9792,6.7,6.73,4.08
"Premium",62,60,1020,4.41,4.37,2.72
"Ideal",61.8,57,764,4.31,4.36,2.68
"Very Good",63.6,58,2129,5.77,5.81,3.68
"Ideal",61.6,57,942,4.35,4.32,2.67
"Very Good",61.3,55,504,4.55,4.58,2.8
"Ideal",62,55,2559,6,5.96,3.71
"Ideal",60.7,58,603,4.64,4.68,2.83
"Ideal",62.5,56,1729,5.28,5.24,3.29
"Ideal",59.6,57,4704,7.04,7.01,4.19
"Ideal",61,55,871,4.39,4.42,2.69
"Ideal",61.5,56,682,4.83,4.79,2.96
"Ideal",62.7,57,7792,6.39,6.36,4
"Ideal",62.3,53.8,652,4.3,4.33,2.69
"Premium",61.8,56,18426,8.12,8.05,5
"Premium",61,59,5983,6.97,6.91,4.23
"Ideal",60.7,56,2096,5.37,5.41,3.27
"Very Good",62.3,54,6095,6.49,6.55,4.06
"Ideal",63,57,3697,6.16,6.13,3.87
"Premium",61.5,58,8062,7.15,7.09,4.38
"Ideal",60.7,56,776,4.34,4.32,2.63
"Ideal",61.6,57,1826,5.68,5.65,3.49
"Very Good",63.3,59,2922,5.62,5.66,3.57
"Ideal",61.5,56,730,4.46,4.49,2.75
"Ideal",61.3,56,4046,5.96,5.98,3.66
"Premium",62,58,16241,8.4,8.37,5.2
"Premium",59.9,61,14452,8.39,8.38,5.02
"Ideal",61.8,56,1573,5.19,5.16,3.2
"Ideal",61.7,56,9555,7.45,7.48,4.61
"Ideal",61.3,56,2591,5.77,5.8,3.55
"Very Good",63,56,5073,6.59,6.55,4.14
"Ideal",61.8,54,2587,5.53,5.56,3.42
"Premium",61.5,60,990,4.41,4.37,2.7
"Ideal",60.8,56,3179,5.8,5.84,3.54
"Ideal",62.3,55,827,4.54,4.51,2.82
"Premium",60.7,61,1415,5.12,5.09,3.1
"Ideal",62.5,56,1140,4.67,4.64,2.91
"Good",64.1,58,4464,6.1,6.06,3.9
"Premium",63,54,4124,6.58,6.54,4.13
"Ideal",61.6,57,5259,6.91,6.98,4.28
"Very Good",59.9,59,6825,6.52,6.57,3.92
"Ideal",61.7,58,573,4.28,4.31,2.65
"Ideal",62.5,57,1436,5.07,5.11,3.18
"Ideal",61.5,55,7079,6.72,6.75,4.14
"Very Good",62.9,61,1752,4.96,5.03,3.14
"Good",64.3,55,693,4.14,4.09,2.65
"Very Good",64.2,58,548,3.96,4.01,2.56
"Ideal",61.5,55,3065,5.6,5.62,3.45
"Ideal",62.2,59,1648,5.38,5.34,3.33
"Ideal",61.5,57,776,4.34,4.31,2.66
"Premium",59.9,62,5746,6.92,6.88,4.13
"Very Good",61.9,58,478,4.02,4.03,2.49
"Very Good",63.3,57,478,3.9,3.93,2.48
"Ideal",62.9,56,5935,6.33,6.38,4
"Ideal",61.5,56,10847,7.63,7.69,4.71
"Ideal",61.9,57,854,4.42,4.4,2.73
"Good",64,61,2873,6,5.96,3.83
"Premium",62.5,59,844,4.3,4.27,2.68
"Very Good",62.3,59,811,4.56,4.59,2.85
"Ideal",61.4,56,609,4.38,4.41,2.7
"Very Good",60.5,59,838,4.86,4.89,2.95
"Ideal",60.8,57,710,4.31,4.34,2.63
"Ideal",61.2,55,5016,6.64,6.67,4.07
"Good",63.1,55,12489,7.3,7.34,4.62
"Ideal",62.4,57,961,4.75,4.7,2.95
"Ideal",61.6,55,838,4.46,4.47,2.75
"Ideal",62.7,54,8014,6.77,6.83,4.27
"Premium",61.7,60,3024,5.84,5.8,3.59
"Ideal",61.6,56,7079,6.72,6.74,4.14
"Very Good",63,57,6062,6.37,6.39,4.02
"Ideal",60.9,57,3611,5.7,5.78,3.5
"Ideal",61.9,56,925,4.43,4.47,2.75
"Premium",62.2,59,4497,6.45,6.41,4
"Ideal",61.9,56,7199,6.69,6.71,4.14
"Fair",70.1,58,4328,6.96,6.85,4.84
"Premium",60.1,59,6561,6.82,6.75,4.08
"Premium",61.2,60,571,4.35,4.41,2.68
"Premium",61.1,57,12108,8.12,8.05,4.94
"Very Good",61.4,56,988,4.74,4.81,2.93
"Very Good",63.3,59,2768,5.52,5.61,3.52
"Very Good",60,62,568,4.58,4.62,2.76
"Premium",61.6,59,5600,6.41,6.38,3.94
"Premium",60.9,58,1844,5.74,5.79,3.51
"Very Good",60.3,57,752,4.41,4.44,2.67
"Ideal",62.5,57,2271,5.16,5.2,3.24
"Ideal",61.6,55,1228,4.84,4.87,2.99
"Ideal",62.8,54,980,4.7,4.67,2.94
"Ideal",62.2,55,1781,5.14,5.11,3.19
"Very Good",63.2,58,2988,6.44,6.34,4.04
"Ideal",62.6,57,7413,6.74,6.81,4.24
"Ideal",60.2,53,844,4.74,4.7,2.84
"Very Good",59,61,2505,5.84,5.88,3.46
"Premium",60.4,59,557,4.54,4.5,2.73
"Very Good",59.8,60,6563,6.42,6.46,3.85
"Very Good",59.3,59,5364,6.97,7,4.14
"Premium",61.6,62,2313,6,5.92,3.67
"Premium",61.4,58,1015,4.78,4.76,2.93
"Very Good",62.9,58,658,4.22,4.24,2.66
"Premium",62.3,59,408,4.29,4.32,2.68
"Ideal",61.1,57,5807,6.9,5.92,4.22
"Very Good",60.1,61,524,4.41,4.44,2.66
"Premium",62,60,8359,6.55,6.49,4.04
"Premium",61.1,58,4152,6.22,6.25,3.81
"Good",63.7,60,4309,6.02,5.98,3.82
"Ideal",61.6,55,999,5.2,5.23,3.21
"Ideal",62.5,54,921,4.79,4.84,3.01
"Very Good",63.4,54,4209,6.24,6.07,3.9
"Very Good",62.6,56,2102,5.09,5.13,3.2
"Ideal",61.9,56,1359,5.3,5.34,3.3
"Ideal",62.4,56,12591,8.03,8.19,5.06
"Ideal",62.6,55,1723,5.25,5.29,3.3
"Very Good",60.4,62,3455,6.47,6.52,3.92
"Premium",62.5,60,1148,4.53,4.49,2.82
"Ideal",62.4,56,1327,4.67,4.64,2.9
"Premium",61.7,59,972,4.43,4.38,2.72
"Premium",62.7,60,941,5.25,5.21,3.28
"Good",63.4,54,4284,6.07,6.24,3.9
"Premium",58.8,60,2838,5.91,5.89,3.47
"Good",63.7,56,2614,5.92,5.95,3.78
"Ideal",61.8,57,603,4.28,4.3,2.65
"Premium",62.5,58,776,4.28,4.26,2.67
"Very Good",63.1,61,720,5.04,4.97,3.16
"Ideal",61,57,1662,5.21,5.12,3.15
"Ideal",62.3,56,926,4.35,4.38,2.72
"Ideal",62,57,10082,6.73,6.7,4.16
"Very Good",62.6,57,863,4.71,4.74,2.96
"Very Good",62.1,60,644,4.65,4.69,2.9
"Very Good",62.4,55,2046,5.33,5.34,3.33
"Good",59.4,62,3578,6.02,6.07,3.59
"Ideal",61.2,57,8887,7.01,7.05,4.3
"Premium",58.9,62,2450,5.92,5.83,3.46
"Premium",62,59,3669,6.49,6.47,4.02
"Premium",61.6,57,5219,6.63,6.59,4.07
"Ideal",61.7,55,3154,5.72,5.76,3.54
"Ideal",61.8,56,1204,4.4,4.44,2.73
"Very Good",63.3,59,1058,4.9,4.86,3.09
"Ideal",62,57,2732,5.16,5.2,3.21
"Very Good",59.4,59,8627,6.58,6.69,3.94
"Ideal",60.7,57,1334,4.92,4.9,2.98
"Very Good",63.2,53,770,4.42,4.47,2.81
"Ideal",62,56,2234,5.8,5.75,3.58
"Ideal",61.4,56,1375,5.14,5.19,3.17
"Very Good",62.2,57,394,4.25,4.27,2.65
"Very Good",58.4,62,640,4.37,4.43,2.57
"Very Good",62.8,57,625,4.34,4.36,2.73
"Very Good",58.8,59,7544,7.47,7.56,4.42
"Ideal",61.6,57,1577,5.18,5.24,3.21
"Premium",59.8,61,1107,4.84,4.79,2.88
"Good",56.7,63,2187,5.87,5.92,3.34
"Very Good",63.2,60,1633,5.04,5.06,3.19
"Good",63.5,59,4899,6.29,6.38,4.02
"Ideal",61.9,57,6250,6.52,6.54,4.04
"Ideal",61.9,61,3905,6.85,6.79,4.22
"Premium",60.5,60,11162,7.05,7.01,4.25
"Very Good",61.4,55,1607,5.21,5.24,3.21
"Ideal",61.6,56,1427,5.13,5.18,3.18
"Ideal",61.7,57,4044,6.5,6.47,4
"Ideal",61.8,56,1008,4.41,4.39,2.72
"Ideal",60.9,58,954,4.66,4.7,2.85
"Ideal",61.4,55,2525,5.76,5.78,3.54
"Very Good",61.4,59,530,3.93,3.99,2.43
"Ideal",61.7,55,1754,5.24,5.27,3.24
"Premium",61.7,61,864,4.68,4.63,2.87
"Ideal",62.1,56,1662,5.21,5.25,3.25
"Very Good",63.5,58,1058,4.65,4.61,2.94
"Premium",62.8,59,11958,7.58,7.52,4.74
"Premium",62.3,58,992,4.81,4.76,2.98
"Good",63.9,58,507,4.4,4.43,2.82
"Very Good",63.1,59,12288,7.69,7.59,4.82
"Very Good",63.4,56,3771,6.18,6.1,3.89
"Premium",59.8,58,1235,4.88,4.85,2.91
